Species_Name	EMBL	Phylum	p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Thermoanaerobacter brockii subsp. finnii Ako-1	CP002466.1	Firmicutes	1.58E-05	0.35	2344824	34.69387755	58.16778619	Avoidance	9.86E-26
Terriglobus saanensis SP1PR4	CP002467.1	Acidobacteria	6.61E-19	0.57	5095226	47.32664996	58.54545455	Avoidance	6.98E-16
Bacillus subtilis BSn5	CP002468.1	Firmicutes	0.0002280081991	0.44	4093599	36.29908104	56.23651273	Avoidance	7.02E-25
Vibrio vulnificus MO6-24/O	CP002469.1	Proteobacteria	3.71E-27	0.47	3194232	39.26482874	56.24002553	Avoidance	3.79E-22
Streptococcus parauberis KCTC 11537	CP002471.1	Firmicutes	1.08E-36	0.36	2143887	31.38528139	52.2605364	Avoidance	2.81E-18
Bacillus coagulans 2-6	CP002472.1	Firmicutes	0.003758579387	0.47	3073079	39.88095238	57.72721294	Avoidance	2.39E-22
Streptomyces flavogriseus ATCC 33331	CP002475.1	Actinobacteria	1.82E-06	0.71	7337497	59.94152047	61.07274771	Avoidance	0.1759729
Staphylococcus pseudintermedius ED99	CP002478.1	Firmicutes	0.000757407499	0.38	2572216	32.47533248	52.83652232	Avoidance	7.64E-22
Geobacter sp. M18	CP002479.1	Proteobacteria	0.03469282686	0.61	5277406	42.5647452	58.13545817	Avoidance	1.39E-16
Granulicella tundricola	CP002480.1	Acidobacteria	4.64E-05	0.61	4309153	49.20634921	58.43516633	Avoidance	1.91E-13
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	CP002487.1	Proteobacteria	3.40E-05	0.52	4878013	42.31411863	57.28414443	Avoidance	9.44E-18
Enterococcus faecalis 62	CP002491.1	Firmicutes	1.79E-08	0.37	2988673	32.98701299	53.56486893	Avoidance	6.87E-22
Pseudomonas aeruginosa M18	CP002496.1	Proteobacteria	1	0.67	6327754	51.08604845	58.03387684	Non-Avoidance	8.43E-09
Rahnella sp. Y9602	CP002505.1	Proteobacteria	1.84E-07	0.52	4864217	42.06349206	56.41105732	Avoidance	1.47E-18
Bacillus thuringiensis serovar finitimus YBT-020	CP002508.1	Firmicutes	5.13E-10	0.36	5355490	34.00758534	55.56035725	Avoidance	5.91E-25
Candidatus Pelagibacter sp. IMCC9063	CP002511.1	Proteobacteria	0.9993204084	0.32	1284727	28.48484848	51.37201979	Non-Avoidance	1.90E-18
Aerococcus urinae ACS-120-V-Col10a	CP002512.1	Firmicutes	1.49E-11	0.42	2080974	32.9004329	54.33316035	Avoidance	1.90E-22
Escherichia coli KO11FL	CP002516.1	Proteobacteria	3.15E-17	0.51	4920168	41.52046784	57.53055071	Avoidance	5.78E-20
Burkholderia sp. CCGE1001	CP002519.1	Proteobacteria	1.79E-09	0.64	4063449	48.37758112	58.86691777	Avoidance	5.03E-13
Acidovorax avenae subsp. avenae ATCC 19860	CP002521.1	Proteobacteria	0.66861751	0.69	5482170	52.00501253	58.10881279	Non-Avoidance	7.37E-07
Acinetobacter baumannii TCDC-AB0715	CP002522.2	Proteobacteria	1.34E-10	0.39	4138388	38.47450485	54.68591177	Avoidance	1.99E-16
Glaciecola sp. 4H-3-7+YE-5	CP002526.1	Proteobacteria	1.38E-07	0.44	5052309	38.30409357	55.09184947	Avoidance	1.39E-18
Krokinobacter sp. 4H-3-7-5	CP002528.1	Bacteroidetes	0.001173587059	0.37	3389993	31.66023166	51.78815712	Avoidance	1.69E-19
Bacteroides salanitronis DSM 18170	CP002530.1	Bacteroidetes	2.81E-06	0.47	4242803	32.77563278	55.47789621	Avoidance	9.58E-23
Cellulophaga lytica DSM 7489	CP002534.1	Bacteroidetes	0.07202467999	0.32	3765936	28.7012987	51.61036921	Non-Avoidance	4.09E-20
Deinococcus proteolyticus MRP	CP002536.1	Deinococcus-Thermus	0.05857414969	0.66	2147060	51.34199134	58.34198685	Non-Avoidance	9.50E-05
Spirochaeta sp. Buddy	CP002541.1	Spirochaetes	0.0002325157322	0.49	3316466	39.004329	57.44538936	Avoidance	4.22E-22
Fluviicola taffensis DSM 16823	CP002542.1	Bacteroidetes	1.03E-08	0.36	4633577	32.28905597	51.81554103	Avoidance	1.45E-19
Desulfurobacterium thermolithotrophum DSM 11699	CP002543.1	Aquificae	1.03E-20	0.35	1541968	33.63363363	63.40269278	Avoidance	2.04E-23
Odoribacter splanchnicus DSM 20712	CP002544.1	Bacteroidetes	0.9064139282	0.43	4392288	30.97383097	53.4992224	Non-Avoidance	1.09E-23
Pedobacter saltans DSM 12145	CP002545.1	Bacteroidetes	0.04382041228	0.37	4635236	30.18707483	52.34539537	Avoidance	3.58E-20
Planctomyces brasiliensis DSM 5305	CP002546.1	Planctomycetes	0.65106135	0.56	6006602	47.82975137	57.56671348	Non-Avoidance	5.53E-12
Syntrophobotulus glycolicus DSM 8271	CP002547.1	Firmicutes	3.42E-06	0.46	3406739	39.59899749	56.795597	Avoidance	1.01E-22
Chlamydophila psittaci 6BC	CP002549.1	Chlamydiae	4.85E-10	0.39	1171660	35.75680272	51.12936345	Avoidance	2.82E-17
Nitrosomonas sp. AL212	CP002552.1	Proteobacteria	0.0001090457248	0.45	3180526	35.88137009	55.3070761	Avoidance	5.91E-22
Vibrio cholerae LMA3984-4	CP002555.1	Proteobacteria	7.43E-28	0.48	2791729	41.06019766	56.20256859	Avoidance	1.10E-20
Francisella cf. novicida Fx1	CP002557.1	Proteobacteria	0.00179667822	0.33	1913619	27.93367347	53.32407224	Avoidance	1.05E-19
Francisella cf. novicida 3523	CP002558.1	Proteobacteria	6.35E-05	0.32	1945310	27.80612245	53.24469141	Avoidance	8.64E-20
Lactobacillus acidophilus 30SC	CP002559.1	Firmicutes	4.78E-10	0.38	2078001	32.67195767	52.66550523	Avoidance	2.44E-22
Riemerella anatipestifer RA-GD	CP002562.1	Bacteroidetes	0.09828101133	0.35	2166384	28.26839827	52.62080262	Non-Avoidance	1.08E-19
Carnobacterium sp. 17-4	CP002563.1	Firmicutes	0.0003819078089	0.35	2635294	33.11688312	53.1591952	Avoidance	1.37E-20
Polymorphum gilvum SL003B-26A1	CP002568.1	Proteobacteria	1	0.67	4649365	56.21576064	60.65026362	Non-Avoidance	0.0001791884
Streptococcus suis A7	CP002570.1	Firmicutes	8.65E-45	0.41	2038409	30.97422455	53.17750183	Avoidance	1.91E-19
Helicobacter pylori 2017	CP002571.1	Proteobacteria	0.001638171382	0.39	1548238	33.29043329	52.26235741	Avoidance	6.42E-21
Helicobacter pylori 2018	CP002572.1	Proteobacteria	0.01295023855	0.39	1562832	33.41913342	52.25328009	Avoidance	6.22E-21
Clostridium lentocellum DSM 5427	CP002582.1	Firmicutes	0.8187304307	0.34	4714237	31.12244898	54.44194757	Non-Avoidance	5.66E-26
Marinomonas mediterranea MMB-1	CP002583.1	Proteobacteria	2.55E-07	0.44	4684316	39.64076859	55.40925267	Avoidance	2.14E-18
Sphingobacterium sp. 21	CP002584.1	Bacteroidetes	0.003238992481	0.41	6226409	31.16496599	54.38044082	Avoidance	1.56E-21
Pseudomonas brassicacearum subsp. brassicacearum NFM421	CP002585.1	Proteobacteria	0.2262387576	0.61	6843248	47.61904762	56.79269465	Non-Avoidance	8.63E-09
Chlamydophila psittaci 6BC	CP002586.1	Chlamydiae	2.77E-15	0.39	1171667	35.03401361	51.12936345	Avoidance	1.44E-17
Prevotella denticola F0289	CP002589.1	Bacteroidetes	3.59E-22	0.5	2937589	34.41558442	55.778521	Avoidance	1.56E-18
Pseudonocardia dioxanivorans CB1190	CP002593.1	Actinobacteria	0.003516011831	0.73	7096571	66.15186615	62.56005491	Avoidance	0.009099748
Burkholderia gladioli BSR3	CP002599.1	Proteobacteria	2.68E-11	0.67	4413616	48.63945578	59.23546922	Avoidance	3.98E-14
Helicobacter pylori 83	CP002605.1	Proteobacteria	5.45E-08	0.39	1617426	33.16173316	52.0904599	Avoidance	1.17E-20
Hippea maritima DSM 10411	CP002606.1	Proteobacteria	6.48E-09	0.37	1694430	35.50170068	58.66479488	Avoidance	2.46E-24
Aeromonas veronii B565	CP002607.1	Proteobacteria	3.55E-13	0.59	4551783	45.32163743	57.62762763	Avoidance	2.18E-16
Chlamydophila pecorum E58	CP002608.1	Chlamydiae	2.07E-05	0.41	1106197	37.06563707	50.98901099	Avoidance	9.57E-17
Lactobacillus amylovorus GRL1118	CP002609.1	Firmicutes	2.33E-08	0.38	1894401	32.76014109	52.63248451	Avoidance	1.44E-22
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	CP002614.1	Proteobacteria	0.002044362318	0.52	4817868	42.35588972	57.31801956	Avoidance	4.21E-19
Lactobacillus casei LC2W	CP002616.1	Firmicutes	4.41E-05	0.46	3039042	39.17748918	54.3683014	Avoidance	2.74E-20
Lactobacillus casei BD-II	CP002618.1	Firmicutes	0.0009915897901	0.46	3069926	39.004329	54.3683014	Avoidance	2.37E-20
Pseudomonas mendocina NK-01	CP002620.1	Proteobacteria	0.9976143721	0.63	5434353	48.57978279	57.26977618	Non-Avoidance	3.16E-12
Enterococcus faecalis OG1RF	CP002621.1	Firmicutes	3.96E-13	0.38	2739625	34.10553411	53.61403509	Avoidance	4.50E-19
Pseudomonas stutzeri DSM 4166	CP002622.1	Proteobacteria	0.9999466098	0.64	4689946	50.20885547	57.87709497	Non-Avoidance	4.14E-10
Roseobacter litoralis Och 149	CP002623.1	Proteobacteria	1.36E-10	0.57	4505211	46.40768588	58.63309353	Avoidance	6.21E-13
Bacillus amyloliquefaciens TA208	CP002627.1	Firmicutes	0.000199501762	0.46	3937511	36.88387636	56.05846299	Avoidance	2.70E-22
Coriobacterium glomerans PW2	CP002628.1	Actinobacteria	0.6012214919	0.6	2115681	49.50664951	61.93991416	Non-Avoidance	1.43E-14
Desulfobacca acetoxidans DSM 11109	CP002629.1	Proteobacteria	0.02988430477	0.53	3282536	45.4978355	59.26116838	Avoidance	1.36E-14
Marinithermus hydrothermalis DSM 14884	CP002630.1	Deinococcus-Thermus	0.0002921968293	0.68	2269167	54.01002506	65.30810286	Avoidance	5.49E-16
Treponema succinifaciens DSM 2489	CP002631.1	Spirochaetes	2.73E-17	0.39	2731853	35.34963535	56.37714488	Avoidance	1.48E-21
Streptococcus suis ST3	CP002633.1	Firmicutes	2.64E-56	0.41	2028815	31.42857143	53.60453141	Avoidance	3.35E-21
Bacillus amyloliquefaciens LL3	CP002634.1	Firmicutes	0.003264672809	0.46	3995227	37.00680272	56.13704228	Avoidance	1.01E-21
Selenomonas sputigena ATCC 35185	CP002637.1	Firmicutes	0.0008958820565	0.57	2568361	44.13265306	57.29346971	Avoidance	9.37E-17
Verrucosispora maris AB-18-032	CP002638.1	Actinobacteria	0.8832055058	0.71	6673976	62.41045091	63.16608997	Non-Avoidance	0.3208893
Streptococcus suis SS12	CP002640.1	Firmicutes	2.48E-43	0.41	2096866	31.23123123	53.12786645	Avoidance	1.66E-19
Streptococcus suis D9	CP002641.1	Firmicutes	1.37E-45	0.41	2177656	31.55844156	53.2574202	Avoidance	3.70E-19
Staphylococcus aureus subsp. aureus T0131	CP002643.1	Firmicutes	3.51E-08	0.33	2913900	31.29251701	51.9195306	Avoidance	2.13E-21
Streptococcus suis D12	CP002644.1	Firmicutes	1.39E-52	0.41	2183059	31.5696649	53.62495643	Avoidance	1.28E-20
Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	CP002645.1	Proteobacteria	9.22E-06	0.26	641794	25.64102564	50.34853615	Avoidance	5.89E-19
Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	CP002648.1	Proteobacteria	5.42E-06	0.24	615380	25.33518262	49.39448084	Avoidance	8.07E-19
Streptococcus suis ST1	CP002651.1	Firmicutes	6.12E-37	0.41	2034321	31.71690695	53.28358209	Avoidance	1.52E-18
Lactobacillus buchneri NRRL B-30929	CP002652.1	Firmicutes	0.02001970583	0.44	2506301	32.80908694	53.50016356	Avoidance	1.43E-23
Alicycliphilus denitrificans K601	CP002657.1	Proteobacteria	0.08797897805	0.68	4995263	50.87719298	58.51966076	Non-Avoidance	6.96E-09
Spirochaeta coccoides DSM 17374	CP002659.1	Spirochaetes	7.09E-13	0.51	2227296	40.19222368	58.16108339	Avoidance	1.54E-18
Clostridium acetobutylicum DSM 1731	CP002660.1	Firmicutes	7.48E-09	0.31	3942462	29.17748918	52.62061228	Avoidance	8.13E-24
Pusillimonas sp. T7-7	CP002663.1	Proteobacteria	3.07E-09	0.57	3883605	45.69757728	56.81282414	Avoidance	5.00E-15
[Cellvibrio] gilvus ATCC 13127	CP002665.1	Actinobacteria	0.9879724791	0.74	3526441	64.69326469	62.49363868	Non-Avoidance	0.3650723
Cellulomonas fimi ATCC 484	CP002666.1	Actinobacteria	0.9983349813	0.75	4266344	65.51870748	62.26680746	Non-Avoidance	0.04358513
Gallibacterium anatis UMN179	CP002667.1	Proteobacteria	1.09E-23	0.4	2687335	35.17126149	54.22095306	Avoidance	3.91E-21
Thermodesulfatator indicus DSM 15286	CP002683.1	Thermodesulfobacteria	2.23E-05	0.42	2322224	39.65444585	63.75903614	Avoidance	3.82E-24
Porphyromonas asaccharolytica DSM 20707	CP002689.1	Bacteroidetes	2.71E-12	0.52	2186370	39.87012987	54.25906371	Avoidance	2.39E-17
Haliscomenobacter hydrossis DSM 1100	CP002691.1	Bacteroidetes	4.15E-07	0.47	8371686	38.31168831	54.13375461	Avoidance	1.79E-18
Bordetella pertussis CS	CP002695.1	Proteobacteria	1.59E-05	0.68	4124236	50.25062657	58.63027133	Avoidance	2.28E-09
Treponema brennaborense DSM 12168	CP002696.1	Spirochaetes	4.82E-15	0.51	3055580	38.57142857	55.06762398	Avoidance	7.62E-21
Gardnerella vaginalis HMP9231	CP002725.1	Actinobacteria	4.72E-06	0.41	1726519	41.7938049	57.37879595	Avoidance	9.32E-20
Pseudomonas fulva 12-X	CP002727.1	Proteobacteria	0.9999328957	0.64	4920769	48.74686717	57.36263736	Non-Avoidance	2.09E-11
Tepidanaerobacter sp. Re1	CP002728.1	Firmicutes	2.69E-08	0.38	2759867	33.33333333	57.40575839	Avoidance	3.51E-25
Escherichia coli UMNK88	CP002729.1	Proteobacteria	1.52E-20	0.51	5186416	41.89640769	57.47177005	Avoidance	2.54E-20
Delftia sp. Cs1-4	CP002735.1	Proteobacteria	0.1416610039	0.67	6685842	48.12030075	57.87806809	Non-Avoidance	1.06E-12
Desulfotomaculum carboxydivorans CO-1-SRB	CP002736.1	Firmicutes	1.87E-06	0.47	2892255	42.09860936	57.8365804	Avoidance	1.58E-19
Methylomonas methanica MC09	CP002738.1	Proteobacteria	0.2693145882	0.51	5051681	39.89139515	57.04148472	Non-Avoidance	2.03E-20
Thermoanaerobacterium xylanolyticum LX-11	CP002739.1	Firmicutes	0.000299726472	0.35	2534358	32.65908133	55.05979761	Avoidance	8.84E-25
Sinorhizobium meliloti BL225C	CP002740.1	Proteobacteria	0.0007776511456	0.63	3671982	49.34681837	59.76886963	Avoidance	8.40E-15
Bifidobacterium breve ACS-071-V-Sch8b	CP002743.1	Actinobacteria	2.63E-09	0.59	2327492	49.4102228	59.33973387	Avoidance	2.76E-14
Collimonas fungivorans Ter331	CP002745.1	Proteobacteria	0.004391938859	0.6	5186898	43.19131161	56.6893424	Avoidance	6.16E-16
Borrelia bissettii DN127	CP002746.1	Spirochaetes	0.01137348252	0.29	900755	27.60989011	49.03162055	Avoidance	4.85E-19
Lactobacillus kefiranofaciens ZW3	CP002764.1	Firmicutes	2.47E-14	0.38	2113023	32.37221494	52.3413641	Avoidance	3.44E-22
Shewanella baltica BA175	CP002767.1	Proteobacteria	1.39E-10	0.46	5066051	39.22305764	56.28148615	Avoidance	2.47E-23
Desulfotomaculum kuznetsovii DSM 6115	CP002770.1	Firmicutes	0.4665645022	0.55	3601386	46.57477026	60.81428788	Non-Avoidance	4.40E-17
Marinomonas posidonica IVIA-Po-181	CP002771.1	Proteobacteria	3.43E-10	0.44	3899940	39.43191312	55.18038031	Avoidance	2.29E-17
Serratia sp. AS9	CP002773.1	Proteobacteria	0.02919158196	0.56	5442880	42.73182957	56.9089518	Avoidance	2.79E-20
Serratia sp. AS12	CP002774.1	Proteobacteria	0.03819731828	0.56	5443009	43.19131161	56.9089518	Avoidance	1.55E-19
Serratia sp. AS13	CP002775.1	Proteobacteria	0.02349336775	0.56	5442549	43.19131161	56.99152542	Avoidance	8.01E-20
Thioalkalimicrobium cyclicum ALM1	CP002776.1	Proteobacteria	0.0001194134579	0.47	1932455	38.39022335	55.61659405	Avoidance	9.04E-18
Thermus thermophilus SG0.5JP17-16	CP002777.1	Deinococcus-Thermus	0.008415737017	0.69	1863201	58.32279815	66.58993752	Avoidance	4.13E-11
Desulfotomaculum ruminis DSM 2154	CP002780.1	Firmicutes	0.0113332387	0.47	3969014	41.7710944	57.49891946	Avoidance	1.95E-21
Sinorhizobium meliloti AK83	CP002781.1	Proteobacteria	0.02010370482	0.63	3820344	49.38895912	59.90524653	Avoidance	3.33E-15
Amycolicicoccus subflavus DQS3-9A1	CP002786.1	Actinobacteria	4.10E-07	0.62	4738809	56.12244898	61.59986413	Avoidance	4.76E-07
Xanthomonas campestris pv. raphani 756C	CP002789.1	Proteobacteria	0.01980047315	0.65	4941214	53.39233038	59.32898133	Avoidance	9.71E-06
Corynebacterium ulcerans 809	CP002790.1	Actinobacteria	1.32E-08	0.53	2502095	49.46374946	58.26071492	Avoidance	6.70E-12
Corynebacterium ulcerans BR-AD22	CP002791.1	Actinobacteria	3.31E-08	0.53	2606374	49.29214929	58.29628312	Avoidance	5.91E-12
Bifidobacterium longum subsp. longum KACC 91563	CP002794.1	Actinobacteria	0.001614582457	0.6	2385301	49.69135802	59.51811347	Avoidance	2.16E-14
Escherichia coli NA114	CP002797.2	Proteobacteria	4.53E-16	0.51	4971461	42.05646861	57.50863965	Avoidance	2.53E-18
Sphingobium chlorophenolicum L-1	CP002798.1	Proteobacteria	0.0001012455437	0.64	3080818	53.61552028	59.77892672	Avoidance	6.25E-08
Frankia symbiont of Datisca glomerata	CP002801.1	Actinobacteria	0.004839427766	0.7	5323186	63.25326591	63.24590741	Avoidance	0.4459655
Chlamydophila psittaci C19/98	CP002804.1	Chlamydiae	3.04E-09	0.39	1169374	36.01190476	51.12936345	Avoidance	1.39E-16
Chlamydophila psittaci 01DC11	CP002805.1	Chlamydiae	2.65E-08	0.39	1172197	36.09693878	51.12936345	Avoidance	1.45E-16
Chlamydophila psittaci 02DC15	CP002806.1	Chlamydiae	3.67E-08	0.39	1172182	35.84183673	51.12936345	Avoidance	8.31E-17
Chlamydophila psittaci 08DC60	CP002807.1	Chlamydiae	3.13E-08	0.39	1172032	36.18197279	51.13848451	Avoidance	1.92E-16
Isoptericola variabilis 225	CP002810.1	Actinobacteria	0.6187052094	0.74	3307740	64.75340136	62.23228278	Non-Avoidance	0.1215002
Shewanella baltica OS117	CP002811.1	Proteobacteria	4.62E-10	0.46	5242964	39.22305764	56.36937648	Avoidance	3.00E-23
Propionibacterium acnes 6609	CP002815.1	Actinobacteria	0.9905798593	0.6	2560282	55.5984556	60.67631166	Non-Avoidance	8.10E-08
Listeria monocytogenes M7	CP002816.1	Firmicutes	9.44E-08	0.38	2976163	33.20802005	55.01350707	Avoidance	2.16E-22
Ralstonia solanacearum Po82	CP002819.1	Proteobacteria	1.18E-09	0.67	3481091	52.08855472	59.01639344	Avoidance	5.20E-09
Oligotropha carboxidovorans OM4	CP002821.1	Proteobacteria	0.9996496493	0.63	3539447	52.71512114	59.5546349	Non-Avoidance	6.60E-08
Enterobacter aerogenes KCTC 2190	CP002824.1	Proteobacteria	8.32E-08	0.55	5280350	42.39766082	57.27579015	Avoidance	7.72E-19
Lacinutrix sp. 5H-3-7-4	CP002825.1	Bacteroidetes	0.8312839502	0.31	3296168	27.71342771	50.32284941	Non-Avoidance	3.00E-18
Oligotropha carboxidovorans OM5	CP002826.1	Proteobacteria	0.9996496493	0.62	3595748	52.71512114	59.5546349	Non-Avoidance	6.60E-08
Thermodesulfobacterium sp. OPB45	CP002829.1	Thermodesulfobacteria	2.92E-08	0.31	1634377	31.01559208	61.82498373	Avoidance	9.22E-25
Myxococcus fulvus HW-1	CP002830.1	Proteobacteria	5.22E-07	0.71	9003593	57.82925783	60.94907058	Avoidance	0.000126477
Geobacillus thermoglucosidasius C56-YS93	CP002835.1	Firmicutes	0.0004081076179	0.44	3893306	37.58954909	58.43207495	Avoidance	2.27E-25
Lactobacillus reuteri SD2112	CP002844.1	Firmicutes	7.07E-09	0.39	2264399	34.62033462	52.59247294	Avoidance	2.31E-21
Zymomonas mobilis subsp. mobilis ATCC 10988	CP002850.1	Proteobacteria	1.47E-07	0.46	2021773	46.03174603	57.99229216	Avoidance	1.65E-14
Corynebacterium resistens DSM 45100	CP002857.1	Actinobacteria	4.84E-14	0.57	2601311	49.46374946	59.33080373	Avoidance	7.14E-13
Flexistipes sinusarabici DSM 4947	CP002858.1	Deferribacteres	0.0008432349971	0.38	2526590	33.67045933	58.00579897	Avoidance	9.22E-23
Runella slithyformis DSM 19594	CP002859.1	Bacteroidetes	9.59E-07	0.47	6568739	36.30952381	54.27954456	Avoidance	9.57E-19
Zymomonas mobilis subsp. pomaceae ATCC 29192	CP002865.1	Proteobacteria	2.08E-08	0.44	1989865	45.23809524	57.50128888	Avoidance	1.56E-16
Spirochaeta caldaria DSM 7334	CP002868.1	Spirochaetes	3.26E-09	0.46	3239340	39.96598639	57.27149168	Avoidance	3.58E-21
Paenibacillus mucilaginosus KNP414	CP002869.1	Firmicutes	0.002646341337	0.58	8663821	43.2165319	57.74996741	Avoidance	2.14E-21
Pseudomonas putida S16	CP002870.1	Proteobacteria	0.9991200509	0.62	5984790	50	56.91015953	Non-Avoidance	4.35E-07
Francisella sp. TX077308	CP002872.1	Proteobacteria	0.2444282156	0.33	2035931	28.7414966	53.11137535	Non-Avoidance	5.51E-20
Brachyspira intermedia PWS/A	CP002874.1	Spirochaetes	1.45E-20	0.27	3304788	27.68647282	52.14960478	Avoidance	1.43E-20
Nitrosomonas sp. Is79A3	CP002876.1	Proteobacteria	0.217665727	0.45	3783444	36.67502089	55.53517839	Non-Avoidance	3.97E-21
Cupriavidus necator N-1	CP002877.1	Proteobacteria	8.70E-10	0.66	3872936	50.50125313	58.5307653	Avoidance	7.77E-11
Pseudomonas stutzeri ATCC 17588 = LMG 11199	CP002881.1	Proteobacteria	0.9992875131	0.64	4547930	50.41771094	57.87240985	Non-Avoidance	2.83E-09
Streptococcus salivarius 57.I	CP002888.1	Firmicutes	8.51E-24	0.4	2138805	32.62786596	53.28185328	Avoidance	7.97E-20
Amycolatopsis mediterranei S699	CP002896.1	Actinobacteria	0.8496076395	0.71	10236779	62.11734694	61.83256427	Non-Avoidance	0.9631375
Leuconostoc sp. C2	CP002898.1	Firmicutes	7.46E-06	0.38	1877273	33.72651813	53.30931159	Avoidance	1.89E-19
Weissella koreensis KACC 15510	CP002899.1	Firmicutes	0.002093985438	0.35	1422478	33.73386738	52.6751241	Avoidance	6.90E-21
Sulfobacillus acidophilus TPY	CP002901.1	Firmicutes	0.4018311546	0.57	3551206	50.66495067	61.80492252	Non-Avoidance	1.09E-13
Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	CP002902.1	Firmicutes	0.9932767814	0.62	3124048	53.29991646	60.85330378	Non-Avoidance	2.30E-10
Spirochaeta thermophila DSM 6578	CP002903.1	Spirochaetes	0.7511161222	0.61	2560222	48.51994852	60.37514654	Non-Avoidance	3.01E-15
Streptococcus equi subsp. zooepidemicus ATCC 35246	CP002904.1	Firmicutes	8.56E-49	0.42	2167264	32.58377425	52.40126089	Avoidance	9.96E-18
Bacillus subtilis subsp. spizizenii TU-B-10	CP002905.1	Firmicutes	0.0008845455839	0.44	4207222	36.24338624	55.82578286	Avoidance	3.28E-22
Bacillus subtilis subsp. subtilis RO-NN-1	CP002906.1	Firmicutes	0.004622661578	0.44	4011949	36.49350649	55.77809569	Avoidance	3.52E-21
Klebsiella pneumoniae KCTC 2242	CP002910.1	Proteobacteria	0.03893065522	0.58	5259571	42.23057644	57.19667242	Avoidance	2.04E-19
Rickettsia heilongjiangensis 054	CP002912.1	Proteobacteria	0.2136230128	0.32	1278471	28.05194805	51.9558676	Non-Avoidance	2.48E-19
Xanthomonas axonopodis pv. citrumelo F1	CP002914.1	Proteobacteria	0.1858866973	0.65	4967469	51.62241888	58.98523406	Non-Avoidance	6.05E-09
Bifidobacterium animalis subsp. lactis CNCM I-2494	CP002915.1	Actinobacteria	2.28E-08	0.6	1943113	49.19178681	59.46401483	Avoidance	2.47E-12
Corynebacterium variabile DSM 44702	CP002917.1	Actinobacteria	0.4290609614	0.67	3433007	56.45021645	59.88900101	Non-Avoidance	0.001121052
Corynebacterium pseudotuberculosis PAT10	CP002924.1	Actinobacteria	8.17E-07	0.52	2335323	49.17748918	58.04069872	Avoidance	1.63E-12
Streptococcus pseudopneumoniae IS7493	CP002925.1	Firmicutes	4.90E-35	0.4	2190731	31.74603175	53.3154978	Avoidance	3.77E-18
Bacillus amyloliquefaciens XH7	CP002927.1	Firmicutes	0.008988158268	0.46	3939203	36.96145125	56.30942092	Avoidance	1.30E-23
Brucella melitensis NI	CP002931.1	Proteobacteria	4.26E-10	0.57	2117717	48.77734878	59.32979308	Avoidance	3.69E-12
Borrelia afzelii PKo	CP002933.1	Spirochaetes	4.54E-05	0.28	903609	27.42673993	48.78440828	Avoidance	3.03E-19
Cyclobacterium marinum DSM 745	CP002955.1	Bacteroidetes	0.0001786115888	0.38	6221273	30.54483054	54.58263618	Avoidance	7.23E-21
Yersinia pestis A1122	CP002956.1	Proteobacteria	4.08E-10	0.48	4553770	41.0192147	56.72162334	Avoidance	3.36E-21
Helicobacter pylori Puno120	CP002980.1	Proteobacteria	5.69E-10	0.39	1624979	32.73273273	52.12846826	Avoidance	1.24E-20
Helicobacter pylori Puno135	CP002982.1	Proteobacteria	1.22E-07	0.39	1646139	33.07593308	52.18548081	Avoidance	6.55E-21
Helicobacter pylori SNT49	CP002983.1	Proteobacteria	7.65E-06	0.39	1607577	33.5049335	52.06312987	Avoidance	8.14E-21
Acidithiobacillus ferrivorans SS3	CP002985.1	Proteobacteria	0.9917636075	0.57	3207552	46.57477026	59.77566868	Non-Avoidance	8.63E-17
Stenotrophomonas maltophilia JV3	CP002986.1	Proteobacteria	3.67E-14	0.67	4544477	53.05520438	58.84867919	Avoidance	1.15E-07
Thermoanaerobacter wiegelii Rt8.B1	CP002991.1	Firmicutes	2.37E-05	0.34	2785056	35.01896334	58.06725064	Avoidance	3.53E-26
Mycobacterium tuberculosis CTRI-2	CP002992.1	Actinobacteria	0.9999622693	0.66	4398525	59.43722944	61.2716763	Non-Avoidance	0.03092875
Streptomyces sp. SirexAA-E	CP002993.1	Actinobacteria	4.30E-08	0.72	7414440	60.90225564	61.06870229	Avoidance	0.5649975
Streptomyces violaceusniger Tu 4113	CP002994.1	Actinobacteria	0.005769057643	0.71	10657107	61.94690265	61.64340599	Avoidance	0.9625103
Muricauda ruestringensis DSM 13258	CP002999.1	Bacteroidetes	0.01105991343	0.41	3842422	32.72727273	55.18375242	Avoidance	2.32E-20
Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	CP003000.1	Bacteroidetes	4.59E-13	0.27	587248	24.22969188	47.92091317	Avoidance	1.37E-18
Caldicellulosiruptor lactoaceticus 6A	CP003001.1	Firmicutes	7.69E-07	0.36	2674809	34.13400759	58.93727401	Avoidance	1.33E-24
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	CP003015.1	Bacteroidetes	1.20E-06	0.24	605745	21.65750916	46.91766653	Avoidance	3.49E-18
