Species_Name	Taxon_ID	EMBL	Phylum	wxBothSide.p.value	wxGreater.p.value(AVOIDANCEif<0.05)	wxLess.p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Candidatus Liberibacter solanacearum CLso-ZC1	658172	CP002371.1	Proteobacteria	0.000667238276730031	0.000333619138365016	0.999666380937745	0.35	1258278	34.7313237221	55.2351097179	Avoidance	2.751268e-18
Vibrio furnissii NCTC 11218	903510	CP002377.1	Proteobacteria	5.82479953090547e-09	2.91239976545273e-09	0.999999997087601	0.51	3294546	40.1048492792	56.1489698891	Avoidance	5.671051e-20
Arthrobacter phenanthrenivorans Sphe3	930171	CP002379.1	Actinobacteria	0.131319715404084	0.0656598577020418	0.934340148052739	0.66	4250414	55.3246753247	59.4923504868	Non-Avoidance	7.030446e-05
Micavibrio aeruginosavorus ARL-13	856793	CP002382.1	Proteobacteria	0.000371847160906234	0.000185923580453117	0.999814076453728	0.55	2481983	43.7925170068	58.3797273949	Avoidance	3.198016e-18
Shewanella baltica OS678	693973	CP002383.1	Proteobacteria	2.40415066654731e-10	1.20207533327365e-10	0.999999999879792	0.46	5288069	39.5989974937	56.2067881835	Avoidance	1.028669e-22
Mycobacterium sp. Spyr1	278137	CP002385.1	Actinobacteria	0.759754749101686	0.62012264162847	0.379877374550843	0.68	5547747	58.9710884354	61.3146182814	Non-Avoidance	0.008017758
Filifactor alocis ATCC 35896	546269	CP002390.1	Firmicutes	7.96796530243111e-05	3.98398265121556e-05	0.999960160182137	0.35	1931012	31.1926605505	51.9294569583	Avoidance	1.002109e-21
Bacillus cellulosilyticus DSM 2522	649639	CP002394.1	Firmicutes	0.0735031366408881	0.036751568320444	0.963248435338624	0.37	4681672	35.5889724311	55.1729901387	Avoidance	3.530277e-21
Micromonospora sp. L5	648999	CP002399.1	Actinobacteria	0.75651902184097	0.621740506843841	0.378259510920485	0.73	6962533	62.4574829932	63.2471008029	Non-Avoidance	0.2666058
Ethanoligenens harbinense YUAN-3	663278	CP002400.1	Firmicutes	9.29661690036284e-07	4.64830845018142e-07	0.999999535169251	0.56	3008576	45.0879450879	57.8192015836	Avoidance	4.18767e-14
Chlamydia trachomatis A2497	580047	CP002401.1	Chlamydiae	1.53386366625271e-09	7.66931833126357e-10	0.999999999233068	0.41	1044326	38.9455782313	52.064599009	Avoidance	7.103603e-16
Ruminococcus albus 7	697329	CP002403.1	Firmicutes	0.00323812118291363	0.00161906059145681	0.998380939647386	0.44	3685408	37.2214941022	55.0197357131	Avoidance	3.791777e-22
Propionibacterium acnes 266	909952	CP002409.1	Actinobacteria	0.0931160221926524	0.0465580110963262	0.953441993231399	0.60	2494578	55.2981552982	60.7634652257	Avoidance	1.792521e-08
Clostridium botulinum BKT015925	929506	CP002410.1	Firmicutes	5.71697187424675e-10	2.85848593712338e-10	0.999999999714151	0.28	2773157	30.1870748299	52.8493105167	Avoidance	3.527931e-22
Clostridium thermocellum DSM 1313	637887	CP002416.1	Firmicutes	0.54625160281845	0.273125801409225	0.72687421155115	0.39	3561619	35.8395989975	55.3613604157	Non-Avoidance	4.409341e-23
Variovorax paradoxus EPS	595537	CP002417.1	Proteobacteria	0.237152031802875	0.881423991194159	0.118576015901438	0.66	6550056	51.5455304929	57.504	Non-Avoidance	4.31857e-07
Rhodopseudomonas palustris DX-1	652103	CP002418.1	Proteobacteria	0.210486728678848	0.894756642973185	0.105243364339424	0.65	5404117	53.634085213	59.9267271458	Non-Avoidance	2.729686e-07
Neisseria meningitidis G2136	935599	CP002419.1	Proteobacteria	9.01411711540121e-05	4.50705855770061e-05	0.999954929422155	0.52	2184862	40.768588137	56.9672811825	Avoidance	3.077198e-18
Neisseria meningitidis H44/76	909420	CP002420.1	Proteobacteria	0.000282619501447081	0.000141309750723541	0.999858690272648	0.51	2240883	41.0192147034	56.7717996289	Avoidance	2.802152e-18
Neisseria meningitidis M01-240149	935591	CP002421.1	Proteobacteria	0.00216853511248744	0.00108426755624372	0.998915732589352	0.51	2223518	40.6432748538	56.7242798354	Avoidance	3.985959e-18
Neisseria meningitidis M01-240355	935588	CP002422.1	Proteobacteria	0.0812864447936543	0.0406432223968271	0.959356781108005	0.51	2287777	40.977443609	56.8395061728	Avoidance	6.353885e-18
Neisseria meningitidis M04-240196	935593	CP002423.1	Proteobacteria	0.966062645049351	0.516968694488121	0.483031322524675	0.51	2250449	40.3091060986	56.7043346264	Non-Avoidance	1.123574e-18
Neisseria meningitidis NZ-05/33	935589	CP002424.1	Proteobacteria	0.673391231760049	0.336695615880024	0.663304399226271	0.51	2248966	39.8913951546	56.8310563146	Non-Avoidance	3.623609e-19
Lactobacillus helveticus H10	767462	CP002429.1	Firmicutes	9.6833149509371e-09	4.84165747546855e-09	0.999999995158344	0.37	2145899	33.4207077326	52.4929600795	Avoidance	2.230272e-22
Desulfovibrio aespoeensis Aspo-2	643562	CP002431.1	Proteobacteria	0.423587368153257	0.78820632642197	0.211793684076628	0.63	3629109	46.3548251159	57.7524226321	Non-Avoidance	3.970395e-14
Desulfurispirillum indicum S5	653733	CP002432.1	Chrysiogenetes	0.0442884424385693	0.0221442212192846	0.977855781472818	0.56	2928377	44.3742098609	58.1653042688	Avoidance	1.468495e-16
Pantoea sp. At-9b	592316	CP002433.1	Proteobacteria	3.54825765725199e-10	1.77412882862599e-10	0.999999999822587	0.55	4368708	43.984962406	57.5894950758	Avoidance	8.377246e-19
Staphylococcus pseudintermedius HKU10-03	937773	CP002439.1	Firmicutes	0.000333044348315576	0.000166522174157788	0.999833477856676	0.38	2617381	32.2704081633	52.7526015441	Avoidance	7.290411e-22
Neisseria gonorrhoeae TCDC-NG08107	940296	CP002440.1	Proteobacteria	1.19512222926762e-08	5.97561114633809e-09	0.99999999402439	0.53	2154835	42.2340898976	57.0791909496	Avoidance	3.446192e-14
Geobacillus sp. Y412MC52	550542	CP002442.1	Firmicutes	4.60672690775305e-06	2.30336345387653e-06	0.999997696636825	0.52	3628883	43.2748538012	59.1894318328	Avoidance	5.465933e-22
Thermovibrio ammonificans HB-1	648996	CP002444.1	Aquificae	3.26364504768459e-08	1.6318225238423e-08	0.999999983681778	0.52	1682965	45.7908163265	65.4195191848	Avoidance	1.529011e-22
Pseudoxanthomonas suwonensis 11-1	743721	CP002446.1	Proteobacteria	0.082821001396772	0.041410500698386	0.958589502605578	0.70	3419049	55.6679308892	59.8338392714	Avoidance	3.996235e-05
Mesorhizobium ciceri biovar biserrulae WSM1271	765698	CP002447.1	Proteobacteria	0.542180409306738	0.271090204653369	0.728909807516813	0.63	6264489	51.1054421769	59.2330003223	Non-Avoidance	5.407514e-11
Alicycliphilus denitrificans BC	596153	CP002449.1	Proteobacteria	0.0870174771686926	0.0435087385843463	0.956491265233136	0.68	4637013	51.2949039265	58.5634451019	Avoidance	2.360762e-08
Nitratifractor salsuginis DSM 16511	749222	CP002452.1	Proteobacteria	0.732263874835323	0.633868079929081	0.366131937417661	0.54	2101285	40.792246102	58.364116095	Non-Avoidance	7.988822e-20
Cellulophaga algicola DSM 14237	688270	CP002453.1	Bacteroidetes	0.000109523301080823	5.47616505404116e-05	0.999945238364401	0.34	4888353	29.0476190476	52.4368048534	Avoidance	2.203089e-19
Deinococcus maricopensis DSM 21211	709986	CP002454.1	Deinococcus-Thermus	7.2585515612957e-10	3.62927578064785e-10	0.999999999637073	0.70	3498530	55.4150863885	59.2451633365	Avoidance	0.005720784
Weeksella virosa DSM 16922	865938	CP002455.1	Bacteroidetes	0.366460151256127	0.816769938464303	0.183230075628064	0.36	2272954	29.2207792208	52.2890237176	Non-Avoidance	2.048932e-21
Taylorella equigenitalis MCE9	937774	CP002456.1	Proteobacteria	4.00718852317266e-10	2.00359426158633e-10	0.999999999799641	0.37	1695860	34.335839599	54.3098251959	Avoidance	1.695374e-17
Shewanella putrefaciens 200	399804	CP002457.1	Proteobacteria	2.68819431124837e-15	1.34409715562419e-15	0.999999999999999	0.44	4840251	39.6825396825	56.5732586069	Avoidance	1.285838e-22
Brucella melitensis M28	941967	CP002459.1	Proteobacteria	3.13971021474757e-09	1.56985510737378e-09	0.999999998430145	0.57	2126133	48.5199485199	59.3501805054	Avoidance	6.672039e-13
Lactobacillus sanfranciscensis TMW 1.1304	714313	CP002461.1	Firmicutes	1.94479465834079e-08	9.72397329170393e-09	0.999999990276029	0.35	1298316	31.1287477954	52.0653893479	Avoidance	7.357708e-21
Lactobacillus johnsonii DPC 6026	909954	CP002464.1	Firmicutes	2.50874383984459e-18	1.2543719199223e-18	1	0.35	1966342	31.6137566138	52.3651452282	Avoidance	7.86367e-23
Streptococcus suis JS14	945704	CP002465.1	Firmicutes	1.16232870348229e-41	5.81164351741147e-42	1	0.41	2137435	31.2363477501	53.0830112277	Avoidance	2.268986e-19
Thermoanaerobacter brockii subsp. finnii Ako-1	509193	CP002466.1	Firmicutes	3.1629950618668e-05	1.5814975309334e-05	0.999984185026976	0.35	2344824	34.693877551	58.1677861941	Avoidance	9.858465e-26
Terriglobus saanensis SP1PR4	401053	CP002467.1	Acidobacteria	1.32228061151571e-18	6.61140305757855e-19	1	0.57	5095226	47.3266499582	58.5454545455	Avoidance	6.975688e-16
Bacillus subtilis BSn5	936156	CP002468.1	Firmicutes	0.000456016398287446	0.000228008199143723	0.999771991827683	0.44	4093599	36.2990810359	56.236512732	Avoidance	7.024838e-25
Vibrio vulnificus MO6-24/O	914127	CP002469.1	Proteobacteria	7.42141198752621e-27	3.71070599376311e-27	1	0.47	3194232	39.2648287385	56.2400255346	Avoidance	3.788886e-22
Streptococcus parauberis KCTC 11537	936154	CP002471.1	Firmicutes	2.16267381545635e-36	1.08133690772818e-36	1	0.36	2143887	31.3852813853	52.2605363985	Avoidance	2.811942e-18
Bacillus coagulans 2-6	941639	CP002472.1	Firmicutes	0.00751715877306823	0.00375857938653411	0.996241420940072	0.47	3073079	39.880952381	57.7272129423	Avoidance	2.393218e-22
Streptomyces flavogriseus ATCC 33331	591167	CP002475.1	Actinobacteria	3.64822383017339e-06	1.82411191508669e-06	0.9999981758884	0.71	7337497	59.9415204678	61.0727477116	Avoidance	0.1759729
Staphylococcus pseudintermedius ED99	984892	CP002478.1	Firmicutes	0.00151481499800228	0.000757407499001139	0.999242592628635	0.38	2572216	32.4753324753	52.8365223229	Avoidance	7.635269e-22
Geobacter sp. M18	443143	CP002479.1	Proteobacteria	0.0693856537253009	0.0346928268626504	0.965307176041264	0.61	5277406	42.5647451963	58.1354581673	Avoidance	1.387932e-16
Granulicella tundricola	1198114	CP002480.1	Acidobacteria	9.27708490558736e-05	4.63854245279368e-05	0.999953614583666	0.61	4309153	49.2063492063	58.4351663272	Avoidance	1.912031e-13
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	909946	CP002487.1	Proteobacteria	6.79916838461144e-05	3.39958419230572e-05	0.999966004163196	0.52	4878013	42.3141186299	57.284144427	Avoidance	9.435264e-18
Enterococcus faecalis 62	936153	CP002491.1	Firmicutes	3.5728163109618e-08	1.7864081554809e-08	0.999999982135923	0.37	2988673	32.987012987	53.5648689264	Avoidance	6.869347e-22
Pseudomonas aeruginosa M18	941193	CP002496.1	Proteobacteria	4.57302408628206e-11	0.999999999977135	2.28651204314103e-11	0.67	6327754	51.0860484545	58.0338768403	Non-Avoidance	8.429347e-09
Rahnella sp. Y9602	741091	CP002505.1	Proteobacteria	3.67797248475542e-07	1.83898624237771e-07	0.99999981610141	0.52	4864217	42.0634920635	56.4110573169	Avoidance	1.471358e-18
Bacillus thuringiensis serovar finitimus YBT-020	930170	CP002508.1	Firmicutes	1.02652834543451e-09	5.13264172717256e-10	0.999999999486736	0.36	5355490	34.007585335	55.5603572458	Avoidance	5.912903e-25
Candidatus Pelagibacter sp. IMCC9063	1002672	CP002511.1	Proteobacteria	0.00135918347991531	0.999320408430724	0.000679591739957656	0.32	1284727	28.4848484848	51.3720197931	Non-Avoidance	1.902489e-18
Aerococcus urinae ACS-120-V-Col10a	866775	CP002512.1	Firmicutes	2.9886476257988e-11	1.4943238128994e-11	0.999999999985057	0.42	2080974	32.9004329004	54.3331603529	Avoidance	1.896416e-22
Escherichia coli KO11FL	595495	CP002516.1	Proteobacteria	6.29868524665159e-17	3.1493426233258e-17	1	0.51	4920168	41.5204678363	57.5305507062	Avoidance	5.776757e-20
Burkholderia sp. CCGE1001	640510	CP002519.1	Proteobacteria	3.58736055911831e-09	1.79368027955916e-09	0.99999999820632	0.64	4063449	48.3775811209	58.8669177652	Avoidance	5.030759e-13
Acidovorax avenae subsp. avenae ATCC 19860	643561	CP002521.1	Proteobacteria	0.662765011038166	0.66861750996449	0.331382505519083	0.69	5482170	52.0050125313	58.1088127933	Non-Avoidance	7.369897e-07
Acinetobacter baumannii TCDC-AB0715	980514	CP002522.2	Proteobacteria	2.68317399347917e-10	1.34158699673959e-10	0.999999999865841	0.39	4138388	38.4745048462	54.6859117707	Avoidance	1.986131e-16
Glaciecola sp. 4H-3-7+YE-5	983545	CP002526.1	Proteobacteria	2.75011769975764e-07	1.37505884987882e-07	0.999999862494151	0.44	5052309	38.3040935673	55.0918494739	Avoidance	1.39408e-18
Krokinobacter sp. 4H-3-7-5	983548	CP002528.1	Bacteroidetes	0.00234717411722755	0.00117358705861378	0.998826413177912	0.37	3389993	31.6602316602	51.7881571233	Avoidance	1.686513e-19
Bacteroides salanitronis DSM 18170	667015	CP002530.1	Bacteroidetes	5.62964916939088e-06	2.81482458469544e-06	0.999997185176027	0.47	4242803	32.7756327756	55.4778962083	Avoidance	9.583278e-23
Cellulophaga lytica DSM 7489	867900	CP002534.1	Bacteroidetes	0.144049359989891	0.0720246799949456	0.927975328443746	0.32	3765936	28.7012987013	51.6103692066	Non-Avoidance	4.087373e-20
Deinococcus proteolyticus MRP	693977	CP002536.1	Deinococcus-Thermus	0.117148299378181	0.0585741496890905	0.941425855575106	0.66	2147060	51.341991342	58.3419868467	Non-Avoidance	9.502171e-05
Spirochaeta sp. Buddy	158189	CP002541.1	Spirochaetes	0.000465031464315758	0.000232515732157879	0.99976748430479	0.49	3316466	39.0043290043	57.4453893613	Avoidance	4.224841e-22
Fluviicola taffensis DSM 16823	755732	CP002542.1	Bacteroidetes	2.05435389424912e-08	1.02717694712456e-08	0.999999989728234	0.36	4633577	32.2890559733	51.8155410312	Avoidance	1.447237e-19
Desulfurobacterium thermolithotrophum DSM 11699	868864	CP002543.1	Aquificae	2.06242521588405e-20	1.03121260794202e-20	1	0.35	1541968	33.6336336336	63.4026927785	Avoidance	2.037479e-23
Odoribacter splanchnicus DSM 20712	709991	CP002544.1	Bacteroidetes	0.187172158362408	0.906413928244928	0.0935860791812042	0.43	4392288	30.9738309738	53.499222395	Non-Avoidance	1.088648e-23
Pedobacter saltans DSM 12145	762903	CP002545.1	Bacteroidetes	0.0876408245512759	0.043820412275638	0.956179593070167	0.37	4635236	30.1870748299	52.3453953666	Avoidance	3.578661e-20
Planctomyces brasiliensis DSM 5305	756272	CP002546.1	Planctomycetes	0.69787733200863	0.651061349998139	0.348938666004315	0.56	6006602	47.8297513696	57.5667134831	Non-Avoidance	5.525892e-12
Syntrophobotulus glycolicus DSM 8271	645991	CP002547.1	Firmicutes	6.84175656012111e-06	3.42087828006055e-06	0.999996579122329	0.46	3406739	39.5989974937	56.7955970035	Avoidance	1.014288e-22
Chlamydophila psittaci 6BC	331636	CP002549.1	Chlamydiae	9.69714329808871e-10	4.84857164904436e-10	0.999999999515143	0.39	1171660	35.7568027211	51.1293634497	Avoidance	2.820122e-17
Nitrosomonas sp. AL212	153948	CP002552.1	Proteobacteria	0.000218091449660113	0.000109045724830056	0.999890954294086	0.45	3180526	35.8813700919	55.3070761015	Avoidance	5.914664e-22
Vibrio cholerae LMA3984-4	935297	CP002555.1	Proteobacteria	1.48664682021388e-27	7.43323410106941e-28	1	0.48	2791729	41.060197664	56.2025685931	Avoidance	1.09734e-20
Francisella cf. novicida Fx1	984129	CP002557.1	Proteobacteria	0.00359335644085141	0.0017966782204257	0.998203322137479	0.33	1913619	27.9336734694	53.3240722366	Avoidance	1.052834e-19
Francisella cf. novicida 3523	676032	CP002558.1	Proteobacteria	0.000127002071451446	6.3501035725723e-05	0.99993649898034	0.32	1945310	27.806122449	53.244691407	Avoidance	8.641736e-20
Lactobacillus acidophilus 30SC	891391	CP002559.1	Firmicutes	9.56720153237606e-10	4.78360076618803e-10	0.99999999952164	0.38	2078001	32.671957672	52.6655052265	Avoidance	2.441787e-22
Riemerella anatipestifer RA-GD	992406	CP002562.1	Bacteroidetes	0.196562022666961	0.0982810113334804	0.901719000197123	0.35	2166384	28.2683982684	52.6208026208	Non-Avoidance	1.078839e-19
Carnobacterium sp. 17-4	208596	CP002563.1	Firmicutes	0.000763815617707556	0.000381907808853778	0.999618092262179	0.35	2635294	33.1168831169	53.1591951994	Avoidance	1.366784e-20
Polymorphum gilvum SL003B-26A1	991905	CP002568.1	Proteobacteria	8.49949723953574e-11	0.999999999957503	4.24974861976787e-11	0.67	4649365	56.2157606405	60.6502636204	Non-Avoidance	0.0001791884
Streptococcus suis A7	993512	CP002570.1	Firmicutes	1.72902160953998e-44	8.64510804769989e-45	1	0.41	2038409	30.9742245522	53.1775018262	Avoidance	1.908765e-19
Helicobacter pylori 2017	985081	CP002571.1	Proteobacteria	0.0032763427630118	0.0016381713815059	0.998361828905505	0.39	1548238	33.2904332904	52.2623574144	Avoidance	6.424386e-21
Helicobacter pylori 2018	985080	CP002572.1	Proteobacteria	0.0259004770988946	0.0129502385494473	0.987049763261491	0.39	1562832	33.4191334191	52.2532800913	Avoidance	6.217093e-21
Clostridium lentocellum DSM 5427	642492	CP002582.1	Firmicutes	0.36253915643722	0.818730430708619	0.18126957821861	0.34	4714237	31.1224489796	54.4419475655	Non-Avoidance	5.664412e-26
Marinomonas mediterranea MMB-1	717774	CP002583.1	Proteobacteria	5.09424678163385e-07	2.54712339081692e-07	0.999999745287723	0.44	4684316	39.6407685881	55.409252669	Avoidance	2.135418e-18
Sphingobacterium sp. 21	743722	CP002584.1	Bacteroidetes	0.00647798496148155	0.00323899248074078	0.996761008026017	0.41	6226409	31.1649659864	54.3804408224	Avoidance	1.558899e-21
Pseudomonas brassicacearum subsp. brassicacearum NFM421	994484	CP002585.1	Proteobacteria	0.452477515194758	0.226238757597379	0.77376125524373	0.61	6843248	47.619047619	56.7926946492	Non-Avoidance	8.62927e-09
Chlamydophila psittaci 6BC	331636	CP002586.1	Chlamydiae	5.53055402325385e-15	2.76527701162693e-15	0.999999999999997	0.39	1171667	35.0340136054	51.1293634497	Avoidance	1.441676e-17
Prevotella denticola F0289	767031	CP002589.1	Bacteroidetes	7.1701737779424e-22	3.5850868889712e-22	1	0.50	2937589	34.4155844156	55.7785209959	Avoidance	1.557689e-18
Pseudonocardia dioxanivorans CB1190	675635	CP002593.1	Actinobacteria	0.00703202366277412	0.00351601183138706	0.996483988623166	0.73	7096571	66.1518661519	62.5600549073	Avoidance	0.009099748
Burkholderia gladioli BSR3	999541	CP002599.1	Proteobacteria	5.35313781178752e-11	2.67656890589376e-11	0.999999999973234	0.67	4413616	48.6394557823	59.2354692151	Avoidance	3.977444e-14
Helicobacter pylori 83	585538	CP002605.1	Proteobacteria	1.08975708387266e-07	5.4487854193633e-08	0.999999945512162	0.39	1617426	33.1617331617	52.0904599012	Avoidance	1.167591e-20
Hippea maritima DSM 10411	760142	CP002606.1	Proteobacteria	1.29527754310743e-08	6.47638771553715e-09	0.999999993523614	0.37	1694430	35.5017006803	58.6647948838	Avoidance	2.459395e-24
Aeromonas veronii B565	998088	CP002607.1	Proteobacteria	7.10712188217596e-13	3.55356094108798e-13	0.999999999999645	0.59	4551783	45.3216374269	57.6276276276	Avoidance	2.183896e-16
Chlamydophila pecorum E58	331635	CP002608.1	Chlamydiae	4.13314678404547e-05	2.06657339202274e-05	0.999979334270926	0.41	1106197	37.0656370656	50.989010989	Avoidance	9.574432e-17
Lactobacillus amylovorus GRL1118	695562	CP002609.1	Firmicutes	4.66096221453895e-08	2.33048110726947e-08	0.999999976695195	0.38	1894401	32.7601410935	52.6324845148	Avoidance	1.442468e-22
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	990282	CP002614.1	Proteobacteria	0.00408872463632988	0.00204436231816494	0.99795563790691	0.52	4817868	42.3558897243	57.3180195561	Avoidance	4.211007e-19
Lactobacillus casei LC2W	999378	CP002616.1	Firmicutes	8.82003519245453e-05	4.41001759622726e-05	0.999955899831142	0.46	3039042	39.1774891775	54.3683013966	Avoidance	2.739324e-20
Lactobacillus casei BD-II	998820	CP002618.1	Firmicutes	0.00198317958013434	0.000991589790067168	0.99900841033961	0.46	3069926	39.0043290043	54.3683013966	Avoidance	2.365025e-20
Pseudomonas mendocina NK-01	1001585	CP002620.1	Proteobacteria	0.0047712563574905	0.997614372138776	0.00238562817874525	0.63	5434353	48.5797827903	57.2697761832	Non-Avoidance	3.157216e-12
Enterococcus faecalis OG1RF	474186	CP002621.1	Firmicutes	7.91631500329225e-13	3.95815750164613e-13	0.999999999999604	0.38	2739625	34.1055341055	53.6140350877	Avoidance	4.499962e-19
Pseudomonas stutzeri DSM 4166	996285	CP002622.1	Proteobacteria	0.000106780453518877	0.99994660978154	5.33902267594385e-05	0.64	4689946	50.208855472	57.8770949721	Non-Avoidance	4.135937e-10
Roseobacter litoralis Och 149	391595	CP002623.1	Proteobacteria	2.71071920369971e-10	1.35535960184985e-10	0.999999999864464	0.57	4505211	46.4076858814	58.6330935252	Avoidance	6.212608e-13
Bacillus amyloliquefaciens TA208	999891	CP002627.1	Firmicutes	0.000399003523967709	0.000199501761983854	0.999800498267483	0.46	3937511	36.8838763576	56.0584629892	Avoidance	2.699508e-22
Coriobacterium glomerans PW2	700015	CP002628.1	Actinobacteria	0.797557049380109	0.60122149193724	0.398778524690055	0.60	2115681	49.5066495066	61.9399141631	Non-Avoidance	1.430519e-14
Desulfobacca acetoxidans DSM 11109	880072	CP002629.1	Proteobacteria	0.0597686095450392	0.0298843047725196	0.970115698483125	0.53	3282536	45.4978354978	59.2611683849	Avoidance	1.36199e-14
Marinithermus hydrothermalis DSM 14884	869210	CP002630.1	Deinococcus-Thermus	0.000584393658619559	0.00029219682930978	0.999707803211546	0.68	2269167	54.0100250627	65.3081028627	Avoidance	5.491501e-16
Treponema succinifaciens DSM 2489	869209	CP002631.1	Spirochaetes	5.4631592724517e-17	2.73157963622585e-17	1	0.39	2731853	35.3496353496	56.3771448788	Avoidance	1.480486e-21
Streptococcus suis ST3	1007064	CP002633.1	Firmicutes	5.27495762914224e-56	2.63747881457112e-56	1	0.41	2028815	31.4285714286	53.6045314109	Avoidance	3.346336e-21
Bacillus amyloliquefaciens LL3	1001582	CP002634.1	Firmicutes	0.00652934561721552	0.00326467280860776	0.996735327626679	0.46	3995227	37.0068027211	56.1370422757	Avoidance	1.008801e-21
Selenomonas sputigena ATCC 35185	546271	CP002637.1	Firmicutes	0.00179176411309686	0.000895882056548431	0.999104118055256	0.57	2568361	44.1326530612	57.2934697089	Avoidance	9.37029e-17
Verrucosispora maris AB-18-032	263358	CP002638.1	Actinobacteria	0.233589005358604	0.88320550580867	0.116794502679302	0.71	6673976	62.410450906	63.1660899654	Non-Avoidance	0.3208893
Streptococcus suis SS12	1005041	CP002640.1	Firmicutes	4.95612319726749e-43	2.47806159863374e-43	1	0.41	2096866	31.2312312312	53.1278664465	Avoidance	1.658484e-19
Streptococcus suis D9	1005042	CP002641.1	Firmicutes	2.74350636191784e-45	1.37175318095892e-45	1	0.41	2177656	31.5584415584	53.2574201979	Avoidance	3.703928e-19
Staphylococcus aureus subsp. aureus T0131	1006543	CP002643.1	Firmicutes	7.018224909228e-08	3.509112454614e-08	0.999999964908885	0.33	2913900	31.2925170068	51.9195305951	Avoidance	2.125416e-21
Streptococcus suis D12	1004952	CP002644.1	Firmicutes	2.77427738785217e-52	1.38713869392609e-52	1	0.41	2183059	31.569664903	53.6249564308	Avoidance	1.28496e-20
Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	1005090	CP002645.1	Proteobacteria	1.84447808914039e-05	9.22239044570195e-06	0.999990777612438	0.26	641794	25.641025641	50.3485361482	Avoidance	5.886787e-19
Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	1005057	CP002648.1	Proteobacteria	1.0849225182443e-05	5.42461259122149e-06	0.999994575389172	0.24	615380	25.3351826167	49.3944808418	Avoidance	8.074682e-19
Streptococcus suis ST1	1004951	CP002651.1	Firmicutes	1.22498830174362e-36	6.12494150871808e-37	1	0.41	2034321	31.7169069463	53.2835820896	Avoidance	1.521313e-18
Lactobacillus buchneri NRRL B-30929	511437	CP002652.1	Firmicutes	0.0400394116567337	0.0200197058283668	0.979980296133656	0.44	2506301	32.8090869375	53.500163559	Avoidance	1.430477e-23
Alicycliphilus denitrificans K601	596154	CP002657.1	Proteobacteria	0.175957956098242	0.087978978049121	0.912021027824763	0.68	4995263	50.8771929825	58.5196607556	Non-Avoidance	6.957343e-09
Spirochaeta coccoides DSM 17374	760011	CP002659.1	Spirochaetes	1.41820880424778e-12	7.09104402123889e-13	0.999999999999291	0.51	2227296	40.1922236785	58.1610833927	Avoidance	1.537835e-18
Clostridium acetobutylicum DSM 1731	991791	CP002660.1	Firmicutes	1.49504990766919e-08	7.47524953834597e-09	0.999999992524752	0.31	3942462	29.1774891775	52.6206122776	Avoidance	8.129225e-24
Pusillimonas sp. T7-7	1007105	CP002663.1	Proteobacteria	6.14452077844751e-09	3.07226038922375e-09	0.99999999692774	0.57	3883605	45.6975772765	56.8128241396	Avoidance	5.004213e-15
[Cellvibrio] gilvus ATCC 13127	593907	CP002665.1	Actinobacteria	0.0240550444847763	0.987972479065365	0.0120275222423881	0.74	3526441	64.6932646933	62.4936386768	Non-Avoidance	0.3650723
Cellulomonas fimi ATCC 484	590998	CP002666.1	Actinobacteria	0.00333003791602306	0.998334981284769	0.00166501895801153	0.75	4266344	65.518707483	62.2668074622	Non-Avoidance	0.04358513
Gallibacterium anatis UMN179	1005058	CP002667.1	Proteobacteria	2.18738259792808e-23	1.09369129896404e-23	1	0.40	2687335	35.1712614871	54.2209530609	Avoidance	3.909108e-21
Thermodesulfatator indicus DSM 15286	667014	CP002683.1	Thermodesulfobacteria	4.45970541178817e-05	2.22985270589408e-05	0.999977701476622	0.42	2322224	39.6544458491	63.7590361446	Avoidance	3.823357e-24
Porphyromonas asaccharolytica DSM 20707	879243	CP002689.1	Bacteroidetes	5.42062828609635e-12	2.71031414304818e-12	0.99999999999729	0.52	2186370	39.8701298701	54.25906371	Avoidance	2.388982e-17
Haliscomenobacter hydrossis DSM 1100	760192	CP002691.1	Bacteroidetes	8.30979104426604e-07	4.15489552213302e-07	0.999999584510547	0.47	8371686	38.3116883117	54.1337546077	Avoidance	1.794394e-18
Bordetella pertussis CS	1017264	CP002695.1	Proteobacteria	3.1823944812845e-05	1.59119724064225e-05	0.999984088030663	0.68	4124236	50.2506265664	58.6302713305	Avoidance	2.279129e-09
Treponema brennaborense DSM 12168	906968	CP002696.1	Spirochaetes	9.64349061408003e-15	4.82174530704002e-15	0.999999999999995	0.51	3055580	38.5714285714	55.0676239773	Avoidance	7.62395e-21
Gardnerella vaginalis HMP9231	1009464	CP002725.1	Actinobacteria	9.44933571452862e-06	4.72466785726431e-06	0.999995275333303	0.41	1726519	41.7938049006	57.378795951	Avoidance	9.320445e-20
Pseudomonas fulva 12-X	743720	CP002727.1	Proteobacteria	0.000134208541818189	0.9999328957407	6.71042709090946e-05	0.64	4920769	48.7468671679	57.3626373626	Non-Avoidance	2.093675e-11
